testID,tester,machine,cpu,mhz,hwAvail,os,compiler,autoParallel,benchType,base,peak
cpu95-19990719-03748,Compaq NH,Professional Workstation XP1000,667 MHz 21264A,667.0,Aug-1999,Digital UNIX V4.0E (Rev. 1091) + Patch Kit 1,Compaq C V6.1-109-4296F protect_headers_setup.sh cc.alt/om 27-Jan-1999,No,CINT95,33.2,37.5
cpu95-19990719-03749,Compaq NH,Professional Workstation XP1000,667 MHz 21264A,667.0,Aug-1999,Digital UNIX V4.0E (Rev. 1091) + Patch Kit 1,Fortran V5.2 KAP Fortran V4.1,No,CFP95,53.9,65.5
cpu95-19990719-03752,Compaq NH,Professional Workstation XP900,466 MHz Alpha 21264,466.0,Aug-1999,Compaq Tru64 UNIX X4.0F-4,DEC C V6.0-007-4088L protect_headers_setup.sh,No,CINT95,21.5,24.6
cpu95-19990719-03753,Compaq NH,Professional Workstation XP900,466 MHz Alpha 21264,466.0,Aug-1999,Compaq Tru64 UNIX X4.0F-4,Digital Fortran V5.2 KAP Fortran V4.1,No,CFP95,39.7,47.9
cpu95-19990719-03756,Intel Corp.,"Intel SE440BX2 Motherboard(550 MHz, Pentium III processor)",550 MHz Pentium III processor,550.0,May-1999,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,22.3,22.3
cpu95-19990719-03757,Intel Corp.,"Intel SE440BX2 Motherboard(550 MHz, Pentium III processor)",550 MHz Pentium III processor,550.0,May-1999,Microsoft Windows NT 4.0,Intel Fortran Compiler 2.4,No,CFP95,13.8,15.1
cpu95-19990803-03761,SGI,Origin2100: 250MHz R10k,250 MHz MIPS R10000 Processor Chip Revision: 3.4,250.0,Aug-1999,IRIX64 6.5.5,MIPSpro Fortran 77 and 90 7.3 IRIX Development Foundation 1.2,No,CFP95,23.2,25.2
cpu95-19990803-03765,SGI,Origin2100: 250MHz R10k,250 MHz MIPS R10000 Processor Chip Revision: 3.4,250.0,Aug-1999,IRIX64 6.5.5,MIPSpro C Compiler 7.3 IRIX Development Foundation 1.2,No,CINT95,15.1,15.3
cpu95-19990816-03766,"HP Fort Collins, CO",HP 9000 Model B1000,300 MHz PA-RISC 8500,300.0,May-1999,HP-UX B.11.00 B,HP-UX f77 971027 (162928) B.11.00.01 HP-UX f90 19981203 (200508) B.11.01.06,No,CFP95,39.3,42.0
cpu95-19990816-03767,"HP Fort Collins, CO",HP 9000 Model B1000,300 MHz PA-RISC 8500,300.0,May-1999,HP-UX B.11.00 B,HP92453-01 A.11.01.00 HP C Compiler,No,CINT95,21.6,24.1
cpu95-19990816-03768,"HP Fort Collins, CO",HP 9000 Model C3000,400 MHz PA-RISC 8500,400.0,May-1999,HP-UX B.11.00,HP-UX f77 971027 (162928) B.11.00.01 HP-UX f90 19981203 (200508) B.11.01.06,No,CFP95,48.9,52.4
cpu95-19990816-03769,"HP Fort Collins, CO",HP 9000 Model C3000,400 MHz PA-RISC 8500,400.0,May-1999,HP-UX B.11.00,HP92453-01 A.11.01.00 HP C Compiler,No,CINT95,28.5,31.8
cpu95-19990816-03771,"HP Fort Collins, CO",HP 9000 Model J5000,440 MHz PA-RISC 8500,440.0,May-1999,HP-UX B.11.00,HP92453-01 A.11.01.00 HP C Compiler,No,CINT95,29.9,33.5
cpu95-19990817-03783,"HP Fort Collins, CO",HP 9000 Model J5000,440 MHz PA-RISC 8500,440.0,Nov-1999,HP-UX B.11.00,HP-UX f77 971027 (162928) B.11.00.01 HP-UX f90 19981203 (200508) B.11.01.06,No,CFP95,51.0,54.0
cpu95-19990819-03800,"IBM, Austin, TX",RS/6000 43P-260 (1 CPU),200 MHz POWER3,200.0,Oct-1998,AIX 4.3.2,IBM C/C++ 3.6.4.0 memdbg 4.4.0.1 FDPR,No,CINT95,11.5,12.5
cpu95-19990819-03801,"IBM, Austin, TX",RS/6000 43P-260 (1 CPU),200 MHz POWER3,200.0,Oct-1998,AIX 4.3.2,XL Fortran version 6.1.0.0 KAP version 3.2 VAST-2 version 4.01X8,No,CFP95,25.1,27.0
cpu95-19990830-03803,BULL Echirolles France,"Escala T430, EPC430 & E230",262MHz PowerPC RS64-II,262.0,Sep-1999,AIX 4.3.2,IBM C/C++ Ver. 3.6.4.0,No,CINT95,10.5,11.7
cpu95-19990830-03808,SGI,2100: 8X 250MHz R10k,250 MHz MIPS R10000 Processor Chip Revision: 3.4,250.0,Aug-1999,IRIX64 6.5.5,MIPSpro Fortran 77 and 90 7.3 MIPSpro Auto Parallelizing Option 7.3 IRIX Development Foundation 1.2,No,CFP95,74.9,80.6
cpu95-19990830-03809,SGI,2100: 4X 250MHz R10k,250 MHz MIPS R10000 Processor Chip Revision: 3.4,250.0,Aug-1999,IRIX64 6.5.5,MIPSpro Fortran 77 and 90 7.3 MIPSpro Auto Parallelizing Option 7.3 IRIX Development Foundation 1.2,No,CFP95,51.2,53.9
cpu95-19990830-03810,SGI,2100: 2X 250MHz R10k,250 MHz MIPS R10000 Processor Chip Revision: 3.4,250.0,Aug-1999,IRIX64 6.5.5,MIPSpro Fortran 77 and 90 7.3 MIPSpro Auto Parallelizing Option 7.3 IRIX Development Foundation 1.2,No,CFP95,32.4,33.7
cpu95-19990830-03812,SGI,Origin2000: 16X 300MHz R12k,300 MHz MIPS R12000 Processor Chip Revision: 2.3,300.0,Aug-1999,IRIX64 6.5.5,MIPSpro Fortran 77 and 90 7.3 MIPSpro Auto Parallelizing Option 7.3 IRIX Development Foundation 1.2,No,CFP95,99.1,114
cpu95-19990830-03813,SGI,Origin2000: 8X 300MHz R12k,300 MHz MIPS R12000 Processor Chip Revision: 2.3,300.0,Aug-1999,IRIX64 6.5.5,MIPSpro Fortran 77 and 90 7.3 MIPSpro Auto Parallelizing Option 7.3 IRIX Development Foundation 1.2,No,CFP95,85.7,97.7
cpu95-19990830-03814,SGI,Origin2000: 4X 300MHz R12k,300 MHz MIPS R12000 Processor Chip Revision: 2.3,300.0,Aug-1999,IRIX64 6.5.5,MIPSpro Fortran 77 and 90 7.3 MIPSpro Auto Parallelizing Option 7.3 IRIX Development Foundation 1.2,No,CFP95,65.2,72.1
cpu95-19990830-03815,SGI,Origin2000: 2X 300MHz R12k,300 MHz MIPS R12000 Processor Chip Revision: 2.3,300.0,Aug-1999,IRIX64 6.5.5,MIPSpro Fortran 77 and 90 7.3 MIPSpro Auto Parallelizing Option 7.3 IRIX Development Foundation 1.2,No,CFP95,42.1,45.2
cpu95-19990830-03820,Compaq NH,AlphaServer GS140 Model 6/700,700 MHz 21264A,700.0,Oct-1999,Tru64 Unix V4.0F,Fortran V5.2 KAP Fortran V4.1,No,CFP95,54.5,68.1
cpu95-19990830-03821,Compaq NH,AlphaServer GS140 Model 6/700,700 MHz 21264A,700.0,Oct-1999,Tru64 UNIX V4.0F,Compaq C V6.1-109-4296F protect_headers_setup.sh cc.alt/om 27-Jan-1999,No,CINT95,34.7,39.1
cpu95-19990830-03822,Dell,Precision WorkStation 610 (550MHz),550 MHz Pentium III Xeon,550.0,Aug-1999,Microsoft Windows NT 4.0 sp4,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0 (for",No,CINT95,24.4,24.4
cpu95-19990830-03823,Dell,Precision WorkStation 610 (550MHz),550 MHz Pentium III Xeon,550.0,Aug-1999,Microsoft Windows NT 4.0 sp4,Intel Fortran Compiler 2.4,No,CFP95,15.8,17.3
cpu95-19990830-03826,Dell,Precision WorkStation 410 (550MHz),550 MHz Pentium III,550.0,Aug-1999,Microsoft Windows NT 4.0 sp4,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0 (for",No,CINT95,22.6,22.6
cpu95-19990830-03827,Dell,Precision WorkStation 410 (550MHz),550 MHz Pentium III,550.0,Aug-1999,Microsoft Windows NT 4.0 sp4,Intel Fortran Compiler 2.4,No,CFP95,13.9,15.4
cpu95-19990830-03830,Dell,Precision WorkStation 410 (600MHz),600 MHz Pentium III,600.0,Aug-1999,Microsoft Windows NT 4.0 sp4,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0 (for",No,CINT95,24.6,24.6
cpu95-19990830-03831,Dell,Precision WorkStation 410 (600MHz),600 MHz Pentium III,600.0,Aug-1999,Microsoft Windows NT 4.0 sp4,Intel Fortran Compiler 2.4,No,CFP95,14.9,16.2
cpu95-19990913-03850,Compaq NH,AlphaServer GS60E Model 6/700,700 MHz 21264A,700.0,Oct-1999,Tru64 UNIX V4.0F,Compaq C V6.1-109-4296F protect_headers_setup.sh cc.alt/om 27-Jan-1999,No,CINT95,34.7,39.1
cpu95-19990913-03851,Compaq NH,AlphaServer GS60E Model 6/700,700 MHz 21264A,700.0,Oct-1999,Tru64 UNIX V4.0F,Fortran V5.2 KAP Fortran V4.1,No,CFP95,54.5,68.1
cpu95-19990913-03864,Intel Corp.,Intel SE440BX2 Motherboard (600 MHz),600 MHz Pentium III processor,600.0,May-1999,Microsoft Windows NT 4.0,"Intel C Compiler 4.0 for Windows NT, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,24.1,24.1
cpu95-19990913-03865,Intel Corp.,Intel SE440BX2 Motherboard (600 MHz),600 MHz Pentium III processor,600.0,May-1999,Microsoft Windows NT 4.0,Intel Fortran Compiler 2.4,No,CFP95,14.6,15.8
cpu95-19990914-03866,AMD,Microstar MS-6167 mainboard,AMD Athlon processor 650MHz,650.0,Aug-1999,Windows NT 4.0 Workstation (Service Pack 5),Intel C/C++ Compiler 4.0 with Microsoft Visual C 5.0/SP4 libraries,No,CINT95,29.3,29.3
cpu95-19990914-03867,AMD,Microstar MS-6167 mainboard,AMD Athlon processor 650MHz,650.0,Aug-1999,Windows NT 4.0 Workstation (Service Pack 5),Intel Fortran Compiler 2.4,No,CFP95,22.6,--
cpu95-19990927-03869,"HP Richardson, TX",HP 9000 Model L2000,440 MHz PA-RISC 8500,440.0,Nov-1999,HP-UX B.11.00,HP92453-01 A.11.01.00 HP C Compiler,No,CINT95,30.5,33.7
cpu95-19990927-03870,"HP Richardson, TX",HP 9000 Model L2000,440 MHz PA-RISC 8500,440.0,Nov-1999,HP-UX B.11.00,HP-UX f77 971027 (162928)  B.11.00.01 HP-UX f90 19981203 (200508)  B.11.01.06,No,CFP95,45.0,47.2
cpu95-19991022-03873,BULL Echirolles France,EPC2400,450MHz PowerPC RS64-III,450.0,Oct-1999,AIX 4.3.3.0,IBM C/C++ Ver. 3.6.6.0,No,CINT95,19.0,20.9
cpu95-19991025-03874,Intel Corporation,Intel SE440BX2 Motherboard,650 MHz Pentium III processor,650.0,Nov-1999,Microsoft Windows NT 4.0 (SVP 5.0),"Intel C Compiler 4.5 for Windows NT 4.0, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,31.3,31.7
cpu95-19991025-03875,Intel Corporation,Intel SE440BX2 Motherboard,650 MHz Pentium III processor,650.0,Nov-1999,Microsoft Windows NT 4.0 (SVP 5.0),"Intel C Compiler 4.5 for Windows NT 4.0, Microsoft Visual C++ 6.0(for libraries)",No,CFP95,22.4,22.9
cpu95-19991025-03878,Intel Corporation,Intel SE440BX2 Motherboard,700 MHz Pentium III processor,700.0,Nov-1999,Microsoft Windows NT 4.0 (SVP 5.0),"Intel C Compiler 4.5 for Windows NT 4.0, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,33.5,33.7
cpu95-19991025-03879,Intel Corporation,Intel SE440BX2 Motherboard,700 MHz Pentium III processor,700.0,Nov-1999,Microsoft Windows NT 4.0 (SVP 5.0),"Intel C Compiler 4.5 for Windows NT 4.0, Microsoft Visual C++ 6.0(for libraries)",No,CFP95,23.2,23.5
cpu95-19991025-03882,Compaq MA,Professional Workstation SP750 (733 MHz),733 MHz Pentium III Xeon Processor,733.0,Dec-1999,Microsoft Windows NT 4.0(SVP 5.0),Intel Fortran Compiler 4.5,No,CFP95,30.6,30.8
cpu95-19991025-03884,Compaq MA,Professional Workstation SP750 (733 MHz),733 MHz Pentium III Xeon Processor,733.0,Dec-1999,Microsoft Windows NT 4.0 (SVP 5.0),"Intel C Compiler 4.5 for Windows NT 4.0, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,35.5,35.9
cpu95-19991025-03887,Intel Corporation,Intel OR840 motherboard,667 MHz Pentium III processor,667.0,Nov-1999,Microsoft Windows NT 4.0 (SVP 5.0),"Intel C Compiler 4.5 for Windows NT 4.0, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,32.4,32.8
cpu95-19991025-03888,Intel Corporation,Intel OR840 motherboard,667 MHz Pentium III processor,667.0,Nov-1999,Microsoft Windows NT 4.0(SVP 5.0),Intel Fortran Compiler Plug-in V4.5,No,CFP95,28.1,28.9
cpu95-19991025-03889,Intel Corporation,Intel OR840 motherboard,733 MHz Pentium III processor,733.0,Nov-1999,Microsoft Windows NT 4.0(SVP 5.0),Intel Fortran Compiler Plug-in V4.5,No,CFP95,29.7,30.5
cpu95-19991025-03890,Intel Corporation,Intel OR840 motherboard,733 MHz Pentium III processor,733.0,Nov-1999,Microsoft Windows NT 4.0 (SVP 5.0),"Intel C Compiler 4.5 for Windows NT 4.0, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,35.3,35.7
cpu95-19991105-03896,"IBM, Austin, TX",RS/6000 SP-222 MHz High Node (1 CPU),222 MHz POWER3,222.0,Oct-1999,AIX 4.3.3,IBM C/C++ 3.6.4.0 memdbg 4.4.0.1 FDPR,No,CINT95,12.8,13.9
cpu95-19991105-03901,"IBM, Austin, TX",RS/6000 SP-222 MHz High Node (1 CPU),222 MHz POWER3,222.0,Oct-1999,AIX 4.3.3,XL Fortran version 6.1.0.0 KAP version 3.2 VAST-2 version 4.01X8,No,CFP95,26.3,28.6
cpu95-19991108-03910,Arrian Mehis,Precision WorkStation 420 (733 MHz),Pentium III processor (733 MHz),733.0,Dec-1999,Microsoft Windows NT 4.0(SVP 5.0),Intel Fortran Compiler 4.5,No,CFP95,30.5,31.0
cpu95-19991108-03911,Arrian Mehis,Precision WorkStation 410 (700 MHz),Pentium III processor (700 MHz),700.0,Dec-1999,Microsoft Windows NT 4.0 (SVP 5.0),"Intel C Compiler 4.5 for Windows NT 4.00, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,33.3,33.8
cpu95-19991108-03912,Arrian Mehis,Precision WorkStation 420 (733 MHz),Pentium III processor (733 MHz),733.0,Dec-1999,Microsoft Windows NT 4.0 (SVP 5.0),"Intel C Compiler 4.5 for Windows NT 4.00, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,35.2,35.7
cpu95-19991108-03913,Arrian Mehis,Precision WorkStation 420 (600 MHz),Pentium III processor (600 MHz),600.0,Dec-1999,Microsoft Windows NT 4.0 (SVP 5.0),"Intel C Compiler 4.5 for Windows NT 4.00, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,29.7,30.0
cpu95-19991108-03914,Arrian Mehis,Precision WorkStation 420 (600 MHz),Pentium III processor (600 MHz),600.0,Dec-1999,Microsoft Windows NT 4.0(SVP 5.0),Intel Fortran Compiler 4.5,No,CFP95,27.3,27.7
cpu95-19991108-03915,Arrian Mehis,Precision WorkStation 410 (650 MHz),Pentium III processor (650 MHz),650.0,Dec-1999,Microsoft Windows NT 4.0 (SVP 5.0),Intel Fortran Compiler 4.5,No,CFP95,23.4,23.5
cpu95-19991108-03916,Arrian Mehis,Precision WorkStation 410 (650 MHz),Pentium III processor (650 MHz),650.0,Dec-1999,Microsoft Windows NT 4.0 (SVP 5.0),"Intel C Compiler 4.5 for Windows NT 4.00, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,31.2,31.6
cpu95-19991108-03917,Arrian Mehis,Precision WorkStation 410 (700 MHz),Pentium III processor (700 MHz),700.0,Dec-1999,Microsoft Windows NT 4.0 (SVP 5.0),Intel Fortran Compiler 4.5,No,CFP95,24.1,24.3
cpu95-19991111-03920,"Sun, Palo Alto",Ultra 80 Model 1450,450 MHz UltraSPARC-II,450.0,Nov-1999,Solaris 7 SU2 (64-bit),Sun Workshop FORTRAN 77 5.0,No,CFP95,24.6,27.9
cpu95-19991111-03927,"Sun, Palo Alto",Ultra 80 Model 1450,450 MHz UltraSPARC-II,450.0,Nov-1999,Solaris 7 SU2 (64-bit),Sun WorkShop C 5.0,No,CINT95,16.2,19.7
cpu95-19991206-03930,Compaq NH,AlphaServer GS140 Model 6/700,700 MHz 21264A,700.0,Nov-1999,"Tru64 UNIX V4.0F + Patches 0087.00, 0071.00 (from V4.0F Patch kit 2)",Compaq Fortran V5.3 KAP Fortran V4.2,No,CFP95,67.7,90.8
cpu95-19991206-03931,Compaq NH,AlphaServer GS140 Model 6/700,700 MHz 21264A,700.0,Nov-1999,"Tru64 UNIX V4.0F + Patches 0087.00, 0071.00 (from V4.0F Patch kit 2)",Compaq Fortran V5.3 KAP Fortran V4.2,No,CFP95,91.0,122
cpu95-19991206-03932,Compaq NH,AlphaServer GS140 Model 6/700,700 MHz 21264A,700.0,Nov-1999,"Tru64 UNIX V4.0F + Patches 0087.00, 0071.00 (from V4.0F Patch kit 2)",Compaq Fortran V5.3 KAP Fortran V4.2,No,CFP95,101,137
cpu95-19991206-03933,Compaq NH,AlphaServer GS140 Model 6/700,700 MHz 21264A,700.0,Nov-1999,"Tru64 UNIX V4.0F + Patches 0087.00, 0071.00 (from V4.0F Patch kit 2)",Compaq Fortran V5.3 KAP Fortran V4.2,No,CFP95,98.6,142
cpu95-19991206-03937,AMD,Gigabyte GA-7IX (IronGate C5),AMD Athlon processor 750MHz,750.0,Dec-1999,Windows NT 4 Workstation (with SP6),Intel Fortran Compiler 2.4,No,CFP95,24.4,--
cpu95-19991206-03938,AMD,GigaByte GA-7IX mainboard,AMD Athlon processor 750MHz,750.0,Dec-1999,Windows NT 4 Workstation (with SP6),Intel C/C++ Compiler 4.0 with Microsoft Visual C 5.0/SP4 libraries,No,CINT95,32.9,32.9
cpu95-19991220-03945,Fujitsu Siemens Computers,CELSIUS 650,Pentium III processor 733 MHz,733.0,Dec-1999,Microsoft Windows NT 4.0 EE (SP 5.0),"Intel C Compiler 4.5 for Windows NT 4.00, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,35.5,35.9
cpu95-19991220-03948,Fujitsu Siemens Computers,CELSIUS 650,Pentium III processor 733 MHz,733.0,Dec-1999,Microsoft Windows NT 4.0 EE (SP 5.0),Intel Fortran Compiler 4.5 Microsoft Visual C++ 6.0(for libraries),No,CFP95,30.2,30.4
cpu95-19991220-03961,Intel Corporation,Intel SE440BX-2 motherboard,750 MHz Pentium III processor,750.0,Dec-1999,Microsoft Windows NT 4.0(SVP 5.0),Intel C Compiler Plug-in V4.5 for Windows NT 4.0,No,CINT95,35.3,35.7
cpu95-19991220-03962,Intel Corporation,Intel SE440BX-2 motherboard,800 MHz Pentium III processor,800.0,Dec-1999,Microsoft Windows NT 4.0(SVP 5.0),Intel Fortran Compiler Plug-in V4,No,CFP95,24.4,24.6
cpu95-19991220-03963,Intel Corporation,Intel SE440BX-2 motherboard,800 MHz Pentium III processor,800.0,Dec-1999,Microsoft Windows NT 4.0(SVP 5.0),Intel C Compiler Plug-in V4.5 for Windows NT 4.0,No,CINT95,37.6,38.0
cpu95-19991220-03964,Intel Corporation,Intel SE440BX-2 motherboard,750 MHz Pentium III processor,750.0,Dec-1999,Microsoft Windows NT 4.0(SVP 5.0),Intel Fortran Compiler Plug-in V4.5,No,CFP95,23.3,23.9
cpu95-19991220-03965,Intel Corporation,Intel VC820 motherboard,800 MHz Pentium III processor,800.0,Dec-1999,Microsoft Windows NT 4.0 (SVP 5.0),"Intel C Compiler Plug-in V4.5 for Windows NT 4.0, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,38.0,38.4
cpu95-19991220-03966,Intel Corporation,Intel VC820 motherboard,667 MHz Pentium III processor,667.0,Nov-1999,Microsoft Windows NT 4.0 (SVP 5.0),"Intel C Compiler Plug-in V4.5 for Windows NT 4.0, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,32.4,32.8
cpu95-19991220-03968,Intel Corporation,Intel VC820 motherboard,733 MHz Pentium III processor,733.0,Nov-1999,Microsoft Windows NT 4.0(SVP 5.0),Intel Fortran Compiler Plug-in V4.5,No,CFP95,27.7,28.2
cpu95-19991220-03969,Intel Corporation,Intel VC820 motherboard,733 MHz Pentium III processor,733.0,Nov-1999,Microsoft Windows NT 4.0 (SVP 5.0),"Intel C Compiler Plug-in V4.5 for Windows NT 4.0, Microsoft Visual C++ 6.0(for libraries)",No,CINT95,35.2,35.7
cpu95-19991220-03970,Intel Corporation,Intel VC820 motherboard,800 MHz Pentium III processor,800.0,Dec-1999,Microsoft Windows NT 4.0(SVP 5.0),Intel Fortran Compiler Plug-in V4.5,No,CFP95,28.6,28.9
cpu95-19991220-03971,Intel Corporation,Intel VC820 motherboard,667 MHz Pentium III processor,667.0,Nov-1999,Microsoft Windows NT 4.0(SVP 5.0),Intel Fortran Compiler Plug-in V4.5,No,CFP95,26.7,27.0
cpu95-20000110-03973,"IBM, Austin, TX",RS/6000 SP-375MHz T/W (1 CPU),375 MHz Power3-II,375.0,Feb-2000,AIX 4.3.3,XL Fortran version 6.1.0.0 KAP version 3.2 VAST-2 version 4.01X8,No,CFP95,47.1,50.9
cpu95-20000110-03976,"IBM, Austin, TX",RS/6000 SP-375MHz T/W (1 CPU),375 MHz Power3-II,375.0,Feb-2000,AIX 4.3.3,IBM C/C++ 3.6.4.0 memdbg 4.4.0.1 FDPR,No,CINT95,22.6,24.4
cpu95-20000117-03985,AMD,Gigabyte GA-7IX (IronGate C5),AMD Athlon processor 750MHz,750.0,Dec-1999,Windows NT 4 Workstation with SP6a,"Compaq Visual Fortran V6.1, KAI VKAP V3.6",No,CFP95,25.3,26.5
cpu95-20000117-04000,Dell Computer Corporation,Precision WorkStation 410 (750 MHz),Pentium III processor (750 MHz),750.0,Dec-1999,Microsoft Windows NT 4.0 (SVP 5.0),"Intel Fortran Compiler 4.5 for Windows NT 4.00, Microsoft Visual C++ 6.0(for libraries)",No,CFP95,24.9,25.1
cpu95-20000117-04001,Dell Computer Corporation,Precision WorkStation 420 (800 MHz),Pentium III processor (800 MHz),800.0,Jan-2000,Microsoft Windows NT 4.0 (SVP 5.0),"Intel Fortran Compiler 4.5 for Windows NT 4.00, Microsoft Visual C++ 6.0(for libraries)",No,CFP95,32.0,32.4
cpu95-20000117-04004,Dell Computer Corporation,Precision WorkStation 420 (800 MHz),Pentium III processor (800 MHz),800.0,Jan-2000,Microsoft Windows NT 4.0 (SVP 5.0),"Intel C Compiler 4.5 for Windows NT 4.00, Microsoft Visual C++ 6.0(for libraries), MicroQuill SmartHeap library",No,CINT95,38.2,38.7
cpu95-20000117-04005,Dell Computer Corporation,Precision WorkStation 410 (750 MHz),Pentium III processor (750 MHz),750.0,Dec-1999,Microsoft Windows NT 4.0 (SVP 5.0),"Intel C Compiler 4.5 for Windows NT 4.00, Microsoft Visual C++ 6.0(for libraries), MicroQuill SmartHeap library",No,CINT95,35.5,36.0
cpu95-20000118-04006,"Sun, Palo Alto",Ultra 80 Model 2450,450 MHz UltraSPARC-II,450.0,Nov-1999,Solaris 7 SU2 (64-bit),Sun Workshop FORTRAN 77 5.0,No,CFP95,29.5,36.2
cpu95-20000118-04007,"Sun, Palo Alto",Ultra 80 Model 4450,450 MHz UltraSPARC-II,450.0,Nov-1999,Solaris 7 SU2 (64-bit),Sun Workshop FORTRAN 77 5.0,No,CFP95,37.3,44.8
cpu95-20000118-04008,"Sun, Palo Alto",Ultra 2 Model 2400,400 MHz UltraSPARC-II,400.0,May-1999,Solaris 7 SU2 (64-bit),Sun Workshop FORTRAN 77 5.0,No,CFP95,21.9,25.7
cpu95-20000118-04009,"Sun, Palo Alto",Ultra 60 Model 2450,450 MHz UltraSPARC-II,450.0,May-1999,Solaris 7 SU2 (64-bit),Sun Workshop FORTRAN 77 5.0,No,CFP95,29.4,35.2
cpu95-20000124-04010,"IBM, Austin, TX",RS/6000 44P-170 (400 MHz),400 MHz PowerPC-II,400.0,Feb-2000,AIX 4.3.3,IBM C/C++ 3.6.4.0 memdbg 4.4.0.1 FDPR,No,CINT95,23.5,25.3
cpu95-20000124-04012,"IBM, Austin, TX",RS/6000 44P-170 (400 MHz),400 MHz Power3-II,400.0,Feb-2000,AIX 4.3.3,XL Fortran version 7.1.0.0 KAP version 4.0,No,CFP95,46.0,47.9
cpu95-20000124-04016,"IBM, Austin, TX",RS/6000 44P-170 (333MHz),333 MHz Power3-II,333.0,Feb-2000,AIX 4.3.3,XL Fortran version 7.1.0.0 KAP version 4.0,No,CFP95,34.0,35.6
cpu95-20000124-04024,"IBM, Austin, TX",RS/6000 44P-270 (1 CPU),375 MHz Power3-II,375.0,Feb-2000,AIX 4.3.3,XL Fortran version 7.1.0.0 KAP version 4.0,No,CFP95,46.0,48.2
cpu95-20000124-04026,"IBM, Austin, TX",RS/6000 44P-270 (1 CPU),375 MHz Power3,375.0,Feb-2000,AIX 4.3.3,IBM C/C++ 3.6.4.0 memdbg 4.4.0.1 FDPR,No,CINT95,22.6,24.3
cpu95-20000124-04028,"IBM, Austin, TX",RS/6000 44P-170 (333 MHz),333 MHz Power3-II,333.0,Feb-2000,AIX 4.3.3,IBM C/C++ 3.6.4.0 memdbg 4.4.0.1 FDPR,No,CINT95,18.6,19.8
cpu95-20000128-04033,"Sun, Palo Alto",Sun Enterprise 450,400 MHz UltraSPARC-II,400.0,Nov-1998,Solaris 7 8/99 (32-bit),Sun Workshop FORTRAN 77 5.0,No,CFP95,26.9,33.6
cpu95-20000128-04034,"Sun, Palo Alto",Sun Enterprise 450,400 MHz UltraSPARC-II,400.0,Nov-1998,Solaris 7 8/99 (64-bit),Sun Workshop FORTRAN 77 5.0,No,CFP95,34.0,40.6
cpu95-20000128-04035,"Sun, Palo Alto",Sun Enterprise 250,400 MHz UltraSPARC-II,400.0,Mar-1999,Solaris 7 8/99 (64-bit),Sun Workshop FORTRAN 77 5.0,No,CFP95,21.9,26.4
cpu95-20000128-04036,"Sun, Palo Alto",Ultra 450,296 MHz UltraSPARC-II,296.0,Jul-1998,Solaris 7 11/99 (32-bit),Sun Workshop FORTRAN 77 5.0,No,CFP95,20.6,25.3
cpu95-20000128-04037,"Sun, Palo Alto",Ultra 450,296 MHz UltraSPARC-II,296.0,Jul-1998,Solaris 7 11/99 (64-bit),Sun Workshop FORTRAN 77 5.0,No,CFP95,26.3,31.3
cpu95-20000211-04053,BULL Echirolles France,T450,400MHz PowerPC RS64-III,400.0,Mar-2000,AIX 4.3.3.0,IBM C/C++ Ver. 3.6.6.0,No,CINT95,16.7,18.3
cpu95-20000211-04054,BULL Echirolles France,EPC450,400MHz PowerPC RS64-III,400.0,Mar-2000,AIX 4.3.3.0,IBM C/C++ Ver. 3.6.6.0,No,CINT95,16.7,18.3
cpu95-20000214-04055,Compaq NH,AlphaServer ES40 Model 6/667,667 MHz 21264A,667.0,Feb-2000,Tru64 UNIX V4.0F,Fortran V5.3 KAP Fortran V4.2,No,CFP95,69.4,82.7
cpu95-20000214-04056,Compaq NH,AlphaServer ES40 Model 6/667,667 MHz 21264A,667.0,Feb-2000,Tru64 UNIX V4.0F,Compaq Fortran V5.3 KAP Fortran V4.2,No,CFP95,85.7,109
cpu95-20000214-04057,Compaq NH,AlphaServer ES40 Model 6/667,667 MHz 21264A,667.0,Feb-2000,"Tru64 UNIX V4.0F + Patches 0087.00, 0071.00 (from V4.0F Patch kit 2)",Compaq Fortran V5.3 KAP Fortran V4.2,No,CFP95,112,147
